key,date,H/A,team,opp_team,pinnacle_line,pinnacle_odds,5dimes_line,5dimes_odds,heritage_line,heritage_odds,bovada_line,bovada_odds,betonline_line,betonline_odds,bet365_line,bet365_odds,bodog_line,bodog_odds
20180809_Tennessee_Green Bay,20180809,home,Green Bay,Tennessee,PK-13,PK-132,-2,-103,-2,-115,-2,-110,PK-13,PK-135,,,-2,-110
20180809_Houston_Kansas City,20180809,away,Houston,Kansas City,+2.5,-104,+2.5,+100,+2.5,-110,+2.5,-110,+2.5,-105,,,+2.5,-110
20180809_Houston_Kansas City,20180809,home,Kansas City,Houston,-2.5,-110,-2.5,-110,-2.5,-110,-2.5,-110,-2.5,-115,,,-2.5,-110
20180809_Dallas_San Francisco,20180809,away,Dallas,San Francisco,+3.5,+100,+4,-103,+4,-110,+4,-110,+4,-110,,,+3.5,-110
20180809_Dallas_San Francisco,20180809,home,San Francisco,Dallas,-3.5,-115,-4,-107,-4,-110,-4,-110,-4,-110,,,-3.5,-110
20180809_Indianapolis_Seattle,20180809,away,Indianapolis,Seattle,PK+12,PK+123,+2,-108,+2.5,-105,+2,-105,+2,-105,,,+2,-110
20180809_Indianapolis_Seattle,20180809,home,Seattle,Indianapolis,PK-14,PK-141,-2,-102,-2.5,-115,-2,-115,-2,-115,,,-2,-110
20180810_Atlanta_N.Y. Jets,20180810,away,Atlanta,N.Y. Jets,+4,-104,+4.5,-109,+4.5,-110,+4,-105,+4,-105,,,+4,-109
20180810_Atlanta_N.Y. Jets,20180810,home,N.Y. Jets,Atlanta,-4,-110,-4.5,-101,-4.5,-110,-4,-115,-4,-115,,,-4,-111
20180810_Detroit_Oakland,20180810,away,Detroit,Oakland,+3,+105,+3.5,-107,+3.5,-110,+3.5,-105,+3.5,-114,,,+3,+106
20180810_Detroit_Oakland,20180810,home,Oakland,Detroit,-3,-120,-3.5,-103,-3.5,-110,-3.5,-115,-3.5,-106,,,-3,-126
20180811_L.A. Chargers_Arizona,20180811,away,L.A. Chargers,Arizona,+3,-115,+3,+100,+3,-105,+3,-105,,,,,+3,-109
20180811_L.A. Chargers_Arizona,20180811,home,Arizona,L.A. Chargers,-3,+100,-3,-110,-3,-115,-3,-115,,,,,-3,-111
20180818_Jacksonville_Minnesota,20180818,away,Jacksonville,Minnesota,-2,+105,-1,-105,-2,-110,-1.5,-110,-3,+120,,,-1,-110
20180818_Jacksonville_Minnesota,20180818,home,Minnesota,Jacksonville,+2,-120,+1,-105,+2,-110,+1.5,-110,+3,-140,,,+1,-110
20180818_Oakland_L.A. Rams,20180818,away,Oakland,L.A. Rams,+3,-115,+2.5,+105,+3,-120,+3,-120,+3,-120,,,+2.5,-104
20180818_Oakland_L.A. Rams,20180818,home,L.A. Rams,Oakland,-3,+100,-2.5,-115,-3,+100,-3,+100,-3,+100,,,-2.5,-116
20180818_Cincinnati_Dallas,20180818,away,Cincinnati,Dallas,+3,-115,+3,-110,,,+3,-115,+3,-116,,,+3,-120
20180818_Cincinnati_Dallas,20180818,home,Dallas,Cincinnati,-3,+100,-3,+100,,,-3,-105,-3,-104,,,-3,+100
20180818_Tampa Bay_Tennessee,20180818,away,Tampa Bay,Tennessee,+3,-107,+3,+100,+3,-105,,,,,,,+3,-122
20180818_Tampa Bay_Tennessee,20180818,home,Tennessee,Tampa Bay,-3,-107,-3,-110,-3,-115,,,,,,,-3,+101
20180818_San Francisco_Houston,20180818,away,San Francisco,Houston,+3,-115,+3,-110,+3,-110,+3,-115,+3,-113,,,+2.5,-108
20180818_San Francisco_Houston,20180818,home,Houston,San Francisco,-3,+100,-3,+100,-3,-110,-3,-105,-3,-107,,,-2.5,-112
20180818_Chicago_Denver,20180818,away,Chicago,Denver,+3,-125,+3,-120,+2.5,-105,+3,-125,+3,-120,,,+2.5,-110
20180818_Chicago_Denver,20180818,home,Denver,Chicago,-3,+109,-3,+110,-2.5,-115,-3,+105,-3,+100,,,-2.5,-110
20180820_Baltimore_Indianapolis,20180820,away,Baltimore,Indianapolis,-2,+103,-1.5,-105,-1.5,-110,-1.5,-120,-2,-102,,,-1,-115
20180820_Baltimore_Indianapolis,20180820,home,Indianapolis,Baltimore,+2,-118,+1.5,-105,+1.5,-110,+1.5,+100,+2,-118,,,+1,-105
20180823_Philadelphia_Cleveland,20180823,away,Philadelphia,Cleveland,+3.5,-130,+3,+105,+3,+110,+3,+110,+3,+103,,,+3,-103
20180823_Philadelphia_Cleveland,20180823,home,Cleveland,Philadelphia,-3.5,+113,-3,-115,-3,-130,-3,-130,-3,-123,,,-3,-117
20180824_N.Y. Giants_N.Y. Jets,20180824,away,N.Y. Giants,N.Y. Jets,+2.5,+105,+2.5,+105,+2.5,+105,+2.5,+105,+2.5,-102,,,+3,-120
20180824_N.Y. Giants_N.Y. Jets,20180824,home,N.Y. Jets,N.Y. Giants,-2.5,-120,-2.5,-115,-2.5,-125,-2.5,-125,-2.5,-118,,,-3,+100
20180824_Denver_Washington,20180824,away,Denver,Washington,+3,-120,+2.5,+105,+3,-120,+3,-120,+3,-123,,,+2.5,-105
20180824_Denver_Washington,20180824,home,Washington,Denver,-3,+105,-2.5,-115,-3,+100,-3,+100,-3,+103,,,-2.5,-115
20180824_New England_Carolina,20180824,away,New England,Carolina,-1,-121,-2,-105,-2.5,-110,-1.5,-115,-1,-123,,,-2,-110
20180824_New England_Carolina,20180824,home,Carolina,New England,+1,+106,+2,-105,+2.5,-110,+1.5,-105,+1,+103,,,+2,-110
20180824_Detroit_Tampa Bay,20180824,away,Detroit,Tampa Bay,+2.5,+100,+2.5,-110,+1.5,-110,+2.5,-110,+2.5,-107,,,+2.5,-110
20180824_Detroit_Tampa Bay,20180824,home,Tampa Bay,Detroit,-2.5,-115,-2.5,-110,-1.5,-110,-2.5,-110,-2.5,-113,,,-2.5,-110
20180824_Green Bay_Oakland,20180824,away,Green Bay,Oakland,+5,+105,+5.5,-109,+5.5,-110,+5,-110,+5,+108,,,+5.5,-110
20180824_Green Bay_Oakland,20180824,home,Oakland,Green Bay,-5,-120,-5.5,-101,-5.5,-110,-5,-110,-5,-128,,,-5.5,-110
20180825_Kansas City_Chicago,20180825,away,Kansas City,Chicago,-6.5,-106,-6.5,-105,-6.5,-110,-6,-115,-6,-125,,,-6.5,-114
20180825_Kansas City_Chicago,20180825,home,Chicago,Kansas City,+6.5,-108,+6.5,-105,+6.5,-110,+6,-105,+6,+105,,,+6.5,-106
20180825_Houston_L.A. Rams,20180825,away,Houston,L.A. Rams,-3,-127,-3.5,-105,-3.5,-110,-3.5,-110,-3.5,-113,,,-3.5,-115
20180825_Houston_L.A. Rams,20180825,home,L.A. Rams,Houston,+3,+111,+3.5,-105,+3.5,-110,+3.5,-110,+3.5,-107,,,+3.5,-105
20180825_Tennessee_Pittsburgh,20180825,away,Tennessee,Pittsburgh,+3.5,-105,+4,-107,+4,-110,+3.5,-105,+3.5,-105,,,+4,-113
20180825_Tennessee_Pittsburgh,20180825,home,Pittsburgh,Tennessee,-3.5,-109,-4,-103,-4,-110,-3.5,-115,-3.5,-115,,,-4,-107
20180825_Atlanta_Jacksonville,20180825,away,Atlanta,Jacksonville,+4,-115,+4,-109,+4,-110,+4,-110,+4,-110,,,+4,-125
20180825_Atlanta_Jacksonville,20180825,home,Jacksonville,Atlanta,-4,+100,-4,-101,-4,-110,-4,-110,-4,-110,,,-4,+103
20180825_Baltimore_Miami,20180825,away,Baltimore,Miami,+2.5,+100,+2.5,+100,+2.5,-105,+2,-105,+2.5,+100,,,+3,-118
20180825_Baltimore_Miami,20180825,home,Miami,Baltimore,-2.5,-114,-2.5,-110,-2.5,-115,-2,-115,-2.5,-120,,,-3,-102
20180826_Cincinnati_Buffalo,20180826,away,Cincinnati,Buffalo,+1.5,-106,+1.5,-103,+2,-110,+1.5,-105,+1.5,-110,,,+1.5,-110
20180826_Cincinnati_Buffalo,20180826,home,Buffalo,Cincinnati,-1.5,-108,-1.5,-107,-2,-110,-1.5,-115,-1.5,-110,,,-1.5,-110
20180826_Arizona_Dallas,20180826,away,Arizona,Dallas,-3,+111,-2.5,-105,-3,+105,-3,+105,-3,+105,,,-2,-111
20180826_Arizona_Dallas,20180826,home,Dallas,Arizona,+3,-127,+2.5,-105,+3,-125,+3,-125,+3,-125,,,+2,-109
20180830_Indianapolis_Cincinnati,20180830,away,Indianapolis,Cincinnati,+2.5,-104,+2.5,+100,+2.5,-105,+3,-120,+2.5,-105,,,+2.5,-105
20180830_Indianapolis_Cincinnati,20180830,home,Cincinnati,Indianapolis,-2.5,-110,-2.5,-110,-2.5,-115,-3,+100,-2.5,-115,,,-2.5,-115
20180830_Cleveland_Detroit,20180830,away,Cleveland,Detroit,-2.5,+102,-2,-107,-2,-110,-2.5,+100,-2.5,+103,,,-1,-111
20180830_Cleveland_Detroit,20180830,home,Detroit,Cleveland,+2.5,-117,+2,-103,+2,-110,+2.5,-120,+2.5,-123,,,+1,-109
20180830_N.Y. Jets_Philadelphia,20180830,away,N.Y. Jets,Philadelphia,-1.5,-107,-1.5,-105,-1.5,-110,-1.5,-110,-1.5,-115,,,-1,-115
20180830_N.Y. Jets_Philadelphia,20180830,home,Philadelphia,N.Y. Jets,+1.5,-107,+1.5,-105,+1.5,-110,+1.5,-110,+1.5,-105,,,+1,-105
20180830_New England_N.Y. Giants,20180830,away,New England,N.Y. Giants,+2.5,-116,+2,-103,+2.5,-110,+2.5,-110,+2.5,-117,,,+2.5,-113
20180830_New England_N.Y. Giants,20180830,home,N.Y. Giants,New England,-2.5,+101,-2,-107,-2.5,-110,-2.5,-110,-2.5,-103,,,-2.5,-107
20180830_Jacksonville_Tampa Bay,20180830,away,Jacksonville,Tampa Bay,+1,-108,+1,-105,+1.5,-110,+1,-110,+1,-110,,,,
20180830_Jacksonville_Tampa Bay,20180830,home,Tampa Bay,Jacksonville,-1,-106,-1,-105,-1.5,-110,-1,-110,-1,-110,,,,
20180830_Washington_Baltimore,20180830,away,Washington,Baltimore,+5,-106,+5,-105,+5.5,-110,+5.5,-110,+5,-110,,,+5,-110
20180830_Washington_Baltimore,20180830,home,Baltimore,Washington,-5,-108,-5,-105,-5.5,-110,-5.5,-110,-5,-110,,,-5,-110
20180830_Carolina_Pittsburgh,20180830,away,Carolina,Pittsburgh,+2.5,-107,+2.5,-108,+2.5,-110,+2.5,-110,+2.5,-113,,,+2.5,-111
20180830_Carolina_Pittsburgh,20180830,home,Pittsburgh,Carolina,-2.5,-107,-2.5,-102,-2.5,-110,-2.5,-110,-2.5,-107,,,-2.5,-109
20180830_Minnesota_Tennessee,20180830,away,Minnesota,Tennessee,PK+10,PK+107,+1.5,-108,+1.5,-110,+1,-105,+1.5,-110,,,+1,-110
20180830_Minnesota_Tennessee,20180830,home,Tennessee,Minnesota,PK-12,PK-123,-1.5,-102,-1.5,-110,-1,-115,-1.5,-110,,,-1,-110
20180830_Buffalo_Chicago,20180830,away,Buffalo,Chicago,+3,-123,+3,-115,+3,-120,+3,-120,+3,-123,,,,
20180830_Buffalo_Chicago,20180830,home,Chicago,Buffalo,-3,+107,-3,+105,-3,+100,-3,+100,-3,+103,,,,
20180830_L.A. Rams_New Orleans,20180830,away,L.A. Rams,New Orleans,+6,-119,+5.5,-105,+5.5,-110,+6,-115,+6,-115,,,+5.5,-110
20180830_L.A. Rams_New Orleans,20180830,home,New Orleans,L.A. Rams,-6,+104,-5.5,-105,-5.5,-110,-6,-105,-6,-105,,,-5.5,-110
20180830_Green Bay_Kansas City,20180830,away,Green Bay,Kansas City,+3,+101,+3,+100,+3,-105,+3.5,-120,+3.5,-117,,,+3,-105
20180830_Green Bay_Kansas City,20180830,home,Kansas City,Green Bay,-3,-116,-3,-110,-3,-115,-3.5,+100,-3.5,-103,,,-3,-115
20180830_Denver_Arizona,20180830,away,Denver,Arizona,PK-10,PK-108,-1,-105,-1,-110,PK-11,PK-115,PK-11,PK-110,,,-1,-110
20180830_Denver_Arizona,20180830,home,Arizona,Denver,PK-10,PK-106,+1,-105,+1,-110,PK-10,PK-105,PK-11,PK-110,,,+1,-110
20180830_Oakland_Seattle,20180830,away,Oakland,Seattle,+3.5,-112,+3.5,-105,+3.5,-110,+3.5,-110,+3.5,-106,,,+3.5,-123
20180830_Oakland_Seattle,20180830,home,Seattle,Oakland,-3.5,-102,-3.5,-105,-3.5,-110,-3.5,-110,-3.5,-114,,,-3.5,+102
20180830_L.A. Chargers_San Francisco,20180830,away,L.A. Chargers,San Francisco,+3,+107,+3.5,-110,+3.5,-115,+3.5,-115,+3.5,-115,,,+3.5,-114
20180830_L.A. Chargers_San Francisco,20180830,home,San Francisco,L.A. Chargers,-3,-123,-3.5,+100,-3.5,-105,-3.5,-105,-3.5,-105,,,-3.5,-106
20180906_Atlanta_Philadelphia,20180906,away,Atlanta,Philadelphia,+1,-111,+1,-111,-1,-105,-1,-110,PK-11,PK-110,,,PK-10,PK-105
20180906_Atlanta_Philadelphia,20180906,home,Philadelphia,Atlanta,-1,+101,-1,+101,+1,-105,+1,-110,PK-11,PK-110,,,PK-11,PK-115
20180909_San Francisco_Minnesota,20180909,away,San Francisco,Minnesota,+6,-102,+6,-102,+6,-105,+6.5,-110,+6,-107,,,+6.5,-116
20180909_San Francisco_Minnesota,20180909,home,Minnesota,San Francisco,-6,-108,-6,-108,-6,-105,-6.5,-110,-6,-113,,,-6.5,-104
20180909_Houston_New England,20180909,away,Houston,New England,+6,-105,+6,-105,+6,-105,+6.5,-110,+6.5,-118,,,+6.5,-121
20180909_Houston_New England,20180909,home,New England,Houston,-6,-105,-6,-105,-6,-105,-6.5,-110,-6.5,-102,,,-6.5,+100
20180909_Pittsburgh_Cleveland,20180909,away,Pittsburgh,Cleveland,-3.5,+105,-3.5,+105,-3.5,+100,-3.5,-110,-3.5,-106,,,-3,-125
20180909_Pittsburgh_Cleveland,20180909,home,Cleveland,Pittsburgh,+3.5,-116,+3.5,-115,+3.5,-110,+3.5,-110,+3.5,-114,,,+3,+105
20180909_Cincinnati_Indianapolis,20180909,away,Cincinnati,Indianapolis,-1,+102,-1,-104,-1,-105,-1,-110,-1,-105,,,+1,-115
20180909_Cincinnati_Indianapolis,20180909,home,Indianapolis,Cincinnati,+1,-113,+1,-106,+1,-105,+1,-110,+1,-115,,,-1,-105
20180909_Jacksonville_N.Y. Giants,20180909,away,Jacksonville,N.Y. Giants,-2.5,-117,-2.5,-108,-2.5,-110,-3,+100,-3,+102,,,-3,+105
20180909_Jacksonville_N.Y. Giants,20180909,home,N.Y. Giants,Jacksonville,+2.5,+106,+2.5,-102,+2.5,+100,+3,-120,+3,-122,,,+3,-125
20180909_Tampa Bay_New Orleans,20180909,away,Tampa Bay,New Orleans,+10,-108,+10,-108,+10,-105,+10,-105,+10,-115,,,+10,-111
20180909_Tampa Bay_New Orleans,20180909,home,New Orleans,Tampa Bay,-10,-102,-10,-102,-10,-105,-10,-115,-10,-105,,,-10,-109
20180909_Buffalo_Baltimore,20180909,away,Buffalo,Baltimore,+7.5,-106,+7.5,-103,+7.5,-105,+8,-110,+7.5,-105,,,+7.5,-110
20180909_Buffalo_Baltimore,20180909,home,Baltimore,Buffalo,-7.5,-104,-7.5,-107,-7.5,-105,-8,-110,-7.5,-115,,,-7.5,-110
20180909_Tennessee_Miami,20180909,away,Tennessee,Miami,-1,-107,+1,-113,+1,-105,-1,-110,PK-11,PK-110,,,PK-11,PK-113
20180909_Tennessee_Miami,20180909,home,Miami,Tennessee,+1,-103,-1,+103,-1,-105,+1,-110,PK-11,PK-110,,,PK-10,PK-108
20180909_Kansas City_L.A. Chargers,20180909,away,Kansas City,L.A. Chargers,+3.5,-104,+3.5,-105,+3,+120,+3,+115,+3,+105,,,+3.5,-115
20180909_Kansas City_L.A. Chargers,20180909,home,L.A. Chargers,Kansas City,-3.5,-106,-3.5,-105,-3,-130,-3,-135,-3,-125,,,-3.5,-105
20180909_Dallas_Carolina,20180909,away,Dallas,Carolina,+2.5,+110,+3,-105,+2.5,+115,+3,+100,+3,-113,,,+3,-110
20180909_Dallas_Carolina,20180909,home,Carolina,Dallas,-2.5,-121,-3,-105,-2.5,-125,-3,-120,-3,-107,,,-3,-110
20180909_Seattle_Denver,20180909,away,Seattle,Denver,+3,+109,+3,+108,+3,+120,+3,+110,+3,+105,,,+3,+101
20180909_Seattle_Denver,20180909,home,Denver,Seattle,-3,-120,-3,-118,-3,-130,-3,-130,-3,-125,,,-3,-120
20180909_Washington_Arizona,20180909,away,Washington,Arizona,+2,-104,-1.5,-102,+2.5,-105,+2,+100,+2,-115,,,+2,-110
20180909_Washington_Arizona,20180909,home,Arizona,Washington,-2,-106,+1.5,-108,-2.5,-105,-2,-120,-2,-105,,,-2,-110
20180909_Chicago_Green Bay,20180909,away,Chicago,Green Bay,+6.5,-110,+6.5,-102,+7,-115,+7,+100,+7,-125,,,+6.5,-114
20180909_Chicago_Green Bay,20180909,home,Green Bay,Chicago,-6.5,-100,-6.5,-108,-7,+105,-7,-120,-7,+105,,,-6.5,-106
20180910_N.Y. Jets_Detroit,20180910,away,N.Y. Jets,Detroit,+7,+103,+7,-102,+7,-105,+7,-105,+7,-103,,,+7,-110
20180910_N.Y. Jets_Detroit,20180910,home,Detroit,N.Y. Jets,-7,-114,-7,-108,-7,-105,-7,-115,-7,-117,,,-7,-110
20180910_L.A. Rams_Oakland,20180910,away,L.A. Rams,Oakland,-6,-104,-6,-105,-6,-105,-7,-105,-6,-113,,,-6,-105
20180910_L.A. Rams_Oakland,20180910,home,Oakland,L.A. Rams,+6,-106,+6,-105,+6,-105,+7,-115,+6,-107,,,+6,-115
20180913_Baltimore_Cincinnati,20180913,away,Baltimore,Cincinnati,+1,-101,-1,+103,-1,-105,-1.5,-105,PK-10,PK-105,,,+1,-115
20180913_Baltimore_Cincinnati,20180913,home,Cincinnati,Baltimore,-1,-109,+1,-113,+1,-105,+1.5,-115,PK-11,PK-115,,,-1,-105
20180916_Philadelphia_Tampa Bay,20180916,away,Philadelphia,Tampa Bay,-3,+106,-2.5,-118,-3,-105,-3.5,+100,-3,-107,,,-3,+105
20180916_Philadelphia_Tampa Bay,20180916,home,Tampa Bay,Philadelphia,+3,-117,+2.5,+108,+3,-105,+3.5,-120,+3,-113,,,+3,-125
20180916_Houston_Tennessee,20180916,away,Houston,Tennessee,-3.5,+103,-3,-120,-3,-120,-4,-105,-3,-121,,,-3,-125
20180916_Houston_Tennessee,20180916,home,Tennessee,Houston,+3.5,-114,+3,+110,+3,+110,+4,-115,+3,+101,,,+3,+105
20180916_Indianapolis_Washington,20180916,away,Indianapolis,Washington,+6,-108,+6,-108,+6,-105,+6,-115,+6,-109,,,+6,-110
20180916_Indianapolis_Washington,20180916,home,Washington,Indianapolis,-6,-102,-6,-102,-6,-105,-6,-105,-6,-111,,,-6,-110
20180916_Minnesota_Green Bay,20180916,away,Minnesota,Green Bay,-2,+100,-1.5,-104,-1.5,-105,-2,-110,-1.5,-110,,,-1.5,-110
20180916_Minnesota_Green Bay,20180916,home,Green Bay,Minnesota,+2,-110,+1.5,-106,+1.5,-105,+2,-110,+1.5,-110,,,+1.5,-110
20180916_Cleveland_New Orleans,20180916,away,Cleveland,New Orleans,+10,-108,+10,-107,+9.5,-105,+10,-110,+9.5,-110,,,+9.5,-106
20180916_Cleveland_New Orleans,20180916,home,New Orleans,Cleveland,-10,-102,-10,-103,-9.5,-105,-10,-110,-9.5,-110,,,-9.5,-114
20180916_Kansas City_Pittsburgh,20180916,away,Kansas City,Pittsburgh,+4.5,-108,+4.5,-108,+4.5,-105,+4,-110,+4,-102,,,+4,-110
20180916_Kansas City_Pittsburgh,20180916,home,Pittsburgh,Kansas City,-4.5,-102,-4.5,-102,-4.5,-105,-4,-110,-4,-118,,,-4,-110
20180916_Miami_N.Y. Jets,20180916,away,Miami,N.Y. Jets,+3,+103,+3,+100,+3,-105,+3,+100,+3,-105,,,+3,-109
20180916_Miami_N.Y. Jets,20180916,home,N.Y. Jets,Miami,-3,-114,-3,-110,-3,-105,-3,-120,-3,-115,,,-3,-111
20180916_L.A. Chargers_Buffalo,20180916,away,L.A. Chargers,Buffalo,-7.5,+104,-7,-120,-7,-110,-8,-105,-7.5,-104,,,-7,-117
20180916_L.A. Chargers_Buffalo,20180916,home,Buffalo,L.A. Chargers,+7.5,-115,+7,+110,+7,+100,+8,-115,+7.5,-116,,,+7,-103
20180916_Arizona_L.A. Rams,20180916,away,Arizona,L.A. Rams,+13.5,-110,+12,-105,+12,-105,+13,-115,+12,-109,,,+12,-110
20180916_Arizona_L.A. Rams,20180916,home,L.A. Rams,Arizona,-13.5,-100,-12,-105,-12,-105,-13,-105,-12,-111,,,-12,-110
20180916_Oakland_Denver,20180916,away,Oakland,Denver,+5.5,-104,+5.5,-105,+6,-105,+6,-110,+5.5,-108,,,+5.5,-110
20180916_Oakland_Denver,20180916,home,Denver,Oakland,-5.5,-106,-5.5,-105,-6,-105,-6,-110,-5.5,-112,,,-5.5,-110
20180916_New England_Jacksonville,20180916,away,New England,Jacksonville,-2,-110,-2,-105,-2,-105,-2.5,-115,-2,-115,,,-1.5,-110
20180916_New England_Jacksonville,20180916,home,Jacksonville,New England,+2,-100,+2,-105,+2,-105,+2.5,-105,+2,-105,,,+1.5,-110
20180917_Seattle_Chicago,20180917,away,Seattle,Chicago,+5,-102,+5,-108,+4.5,-105,+4.5,-110,+4.5,-113,,,+5,-110
20180917_Seattle_Chicago,20180917,home,Chicago,Seattle,-5,-108,-5,-102,-4.5,-105,-4.5,-110,-4.5,-107,,,-5,-110
20180920_N.Y. Jets_Cleveland,20180920,away,N.Y. Jets,Cleveland,+3,+103,+3,+110,+3,+105,+3,+110,+3,-101,,,+3,+100
20180920_N.Y. Jets_Cleveland,20180920,home,Cleveland,N.Y. Jets,-3,-115,-3,-120,-3,-115,-3,-130,-3,-119,,,-3,-120
20180923_New Orleans_Atlanta,20180923,away,New Orleans,Atlanta,+1.5,-101,+1.5,-102,+1.5,-105,+1.5,-110,+1.5,-105,,,+1.5,-105
20180923_New Orleans_Atlanta,20180923,home,Atlanta,New Orleans,-1.5,-110,-1.5,-108,-1.5,-105,-1.5,-110,-1.5,-115,,,-1.5,-115
20180923_Denver_Baltimore,20180923,away,Denver,Baltimore,+5.5,-106,+5.5,-108,+5.5,-105,+6,-115,+5.5,-114,,,+5.5,-110
20180923_Denver_Baltimore,20180923,home,Baltimore,Denver,-5.5,-104,-5.5,-102,-5.5,-105,-6,-105,-5.5,-106,,,-5.5,-110
20180923_Cincinnati_Carolina,20180923,away,Cincinnati,Carolina,+2.5,+106,+3,-113,+2.5,+105,+3,-115,+2.5,+100,,,+3,-121
20180923_Cincinnati_Carolina,20180923,home,Carolina,Cincinnati,-2.5,-118,-3,+103,-2.5,-115,-3,-105,-2.5,-120,,,-3,+101
20180923_San Francisco_Kansas City,20180923,away,San Francisco,Kansas City,+6,-103,+6,-102,+6,-105,+6,-110,+6,-106,,,+6,-110
20180923_San Francisco_Kansas City,20180923,home,Kansas City,San Francisco,-6,-108,-6,-108,-6,-105,-6,-110,-6,-114,,,-6,-110
20180923_Green Bay_Washington,20180923,away,Green Bay,Washington,-2.5,-110,-2.5,-105,-2.5,-105,-3,+105,-2,-115,,,-2.5,-115
20180923_Green Bay_Washington,20180923,home,Washington,Green Bay,+2.5,-101,+2.5,-105,+2.5,-105,+3,-125,+2,-105,,,+2.5,-105
20180923_Oakland_Miami,20180923,away,Oakland,Miami,+3,-125,+2.5,+102,+3,-120,+3,-115,+3,-119,,,+3,-119
20180923_Oakland_Miami,20180923,home,Miami,Oakland,-3,+111,-2.5,-112,-3,+110,-3,-105,-3,-101,,,-3,-101
20180923_N.Y. Giants_Houston,20180923,away,N.Y. Giants,Houston,+6.5,-109,+6.5,-106,+6,-105,+6.5,-110,+6,-110,,,+6.5,-111
20180923_N.Y. Giants_Houston,20180923,home,Houston,N.Y. Giants,-6.5,-102,-6.5,-104,-6,-105,-6.5,-110,-6,-110,,,-6.5,-109
20180923_L.A. Chargers_L.A. Rams,20180923,away,L.A. Chargers,L.A. Rams,+7.5,-125,+7,-113,+7,-110,+7,-105,+7,-115,,,+7,-110
20180923_L.A. Chargers_L.A. Rams,20180923,home,L.A. Rams,L.A. Chargers,-7.5,+111,-7,+103,-7,+100,-7,-115,-7,-105,,,-7,-110
20180923_Chicago_Arizona,20180923,away,Chicago,Arizona,-6,-100,-5.5,-101,-5.5,-105,-6,-115,-4.5,-110,,,-5,-112
20180923_Chicago_Arizona,20180923,home,Arizona,Chicago,+6,-111,+5.5,-109,+5.5,-105,+6,-105,+4.5,-110,,,+5,-108
20180923_Dallas_Seattle,20180923,away,Dallas,Seattle,+1,-103,+1.5,-106,+1.5,-105,+1,-105,+1,-105,,,+2,-107
20180923_Dallas_Seattle,20180923,home,Seattle,Dallas,-1,-108,-1.5,-104,-1.5,-105,-1,-115,-1,-115,,,-2,-113
20180923_New England_Detroit,20180923,away,New England,Detroit,-7,+107,-6.5,-113,-6.5,-110,-7.5,-115,-7,-103,,,-7,-105
20180923_New England_Detroit,20180923,home,Detroit,New England,+7,-120,+6.5,+103,+6.5,+100,+7.5,-105,+7,-117,,,+7,-115
20180924_Pittsburgh_Tampa Bay,20180924,away,Pittsburgh,Tampa Bay,+1,+101,+1,-106,+1,-105,+1,-110,+1,-105,,,+1,-105
20180924_Pittsburgh_Tampa Bay,20180924,home,Tampa Bay,Pittsburgh,-1,-112,-1,-104,-1,-105,-1,-110,-1,-115,,,-1,-115
20180927_Minnesota_L.A. Rams,20180927,away,Minnesota,L.A. Rams,+7.5,-116,+7,-105,+7,-105,+7,-105,+7,-105,,,+7,-105
20180927_Minnesota_L.A. Rams,20180927,home,L.A. Rams,Minnesota,-7.5,+104,-7,-105,-7,-105,-7,-115,-7,-115,,,-7,-115
20180930_Tampa Bay_Chicago,20180930,away,Tampa Bay,Chicago,+3,-127,+2.5,+100,+2.5,+105,+3,-115,+3,-121,,,+2.5,-117
20180930_Tampa Bay_Chicago,20180930,home,Chicago,Tampa Bay,-3,+113,-2.5,-110,-2.5,-115,-3,-105,-3,+101,,,-2.5,-103
20180930_Houston_Indianapolis,20180930,away,Houston,Indianapolis,-1,-107,-1,-109,-1,-105,PK-11,PK-115,-1,-113,,,-1,-114
20180930_Houston_Indianapolis,20180930,home,Indianapolis,Houston,+1,-103,+1,-101,+1,-105,PK-10,PK-105,+1,-107,,,+1,-106
20180930_N.Y. Jets_Jacksonville,20180930,away,N.Y. Jets,Jacksonville,+7.5,-121,+7,+100,+7,-105,+7.5,-115,+7.5,-120,,,+7,-108
20180930_N.Y. Jets_Jacksonville,20180930,home,Jacksonville,N.Y. Jets,-7.5,+108,-7,-110,-7,-105,-7.5,-105,-7.5,+100,,,-7,-112
20180930_Miami_New England,20180930,away,Miami,New England,+6.5,-103,+6.5,+105,+6.5,+100,+7,-110,+6.5,-105,,,+6.5,-103
20180930_Miami_New England,20180930,home,New England,Miami,-6.5,-108,-6.5,-115,-6.5,-110,-7,-110,-6.5,-115,,,-6.5,-117
20180930_Detroit_Dallas,20180930,away,Detroit,Dallas,+2.5,+102,+2.5,-105,+2.5,-105,+3,-125,+3,-125,,,+2.5,-111
20180930_Detroit_Dallas,20180930,home,Dallas,Detroit,-2.5,-113,-2.5,-105,-2.5,-105,-3,+105,-3,+105,,,-2.5,-109
20180930_Buffalo_Green Bay,20180930,away,Buffalo,Green Bay,+8.5,-103,+9.5,-109,+9,-105,+9,-105,+9,-112,,,+8.5,-113
20180930_Buffalo_Green Bay,20180930,home,Green Bay,Buffalo,-8.5,-108,-9.5,-101,-9,-105,-9,-115,-9,-108,,,-8.5,-108
