key,date,H/A,team,opp_team,pinnacle_line,pinnacle_odds,5dimes_line,5dimes_odds,heritage_line,heritage_odds,bovada_line,bovada_odds,betonline_line,betonline_odds,bet365_line,bet365_odds,bodog_line,bodog_odds
20091101_N.Y. Giants_Philadelphia,20091101,home,Philadelphia,N.Y. Giants,+1,+108,+2,-110,,,+2,+110,+2.5,-110,,,+2.5,-110
20091101_Jacksonville_Tennessee,20091101,away,Jacksonville,Tennessee,+3,-106,+2.5,+110,,,+3,-110,+3,-110,,,+3,-110
20091101_Jacksonville_Tennessee,20091101,home,Tennessee,Jacksonville,-3,-102,-2.5,-130,,,-3,-110,-3,-110,,,-3,-110
20091101_Oakland_San Diego,20091101,away,Oakland,San Diego,+16,-113,+17,-130,,,+17,-115,+15.5,-110,,,+16,-110
20091101_Oakland_San Diego,20091101,home,San Diego,Oakland,-16,+104,-17,+110,,,-17,-105,-15.5,-110,,,-16,-110
20091101_Carolina_Arizona,20091101,away,Carolina,Arizona,+10,-115,+10.5,-130,,,+10,-110,+9.5,-110,,,+9.5,-110
20091101_Carolina_Arizona,20091101,home,Arizona,Carolina,-10,+106,-10.5,+110,,,-10,-110,-9.5,-110,,,-9.5,-110
20091101_Minnesota_Green Bay,20091101,away,Minnesota,Green Bay,+3.5,-104,+3,+110,,,+3,-105,+3.5,-110,,,+3.5,-110
20091101_Minnesota_Green Bay,20091101,home,Green Bay,Minnesota,-3.5,-104,-3,-130,,,-3,-115,-3.5,-110,,,-3.5,-110
20091102_Atlanta_New Orleans,20091102,away,Atlanta,New Orleans,+11,-109,+12.5,-130,,,+11.5,-110,+11,-110,,,+11,-110
20091102_Atlanta_New Orleans,20091102,home,New Orleans,Atlanta,-11,+101,-12.5,+110,,,-11.5,-110,-11,-110,,,-11,-110
20091108_Arizona_Chicago,20091108,away,Arizona,Chicago,+1,+116,+1,+110,,,+3,-135,+2,-110,,,+2.5,-110
20091108_Arizona_Chicago,20091108,home,Chicago,Arizona,-1,-126,-1,-130,,,-3,+115,-2,-110,,,-2.5,-110
20091108_Houston_Indianapolis,20091108,away,Houston,Indianapolis,+7.5,-110,+9,-135,,,+8,-115,+7.5,-110,,,+7.5,-115
20091108_Houston_Indianapolis,20091108,home,Indianapolis,Houston,-7.5,+102,-9,+115,,,-8,-105,-7.5,-110,,,-7.5,-105
20091108_Kansas City_Jacksonville,20091108,away,Kansas City,Jacksonville,+7,-103,+8,-130,,,+7,+100,+7,-110,,,+7,-110
20091108_Kansas City_Jacksonville,20091108,home,Jacksonville,Kansas City,-7,-105,-8,+110,,,-7,-120,-7,-110,,,-7,-110
20091108_Miami_New England,20091108,away,Miami,New England,+10.5,+102,+12,-120,,,+11,-110,+11,-110,,,+11,-110
20091108_Miami_New England,20091108,home,New England,Miami,-10.5,-110,-12,+100,,,-11,-110,-11,-110,,,-11,-110
20091108_Detroit_Seattle,20091108,away,Detroit,Seattle,+11,-103,+12.5,-130,,,+10.5,-115,+11,-110,,,+11,-110
20091108_Detroit_Seattle,20091108,home,Seattle,Detroit,-11,-105,-12.5,+110,,,-10.5,-105,-11,-110,,,-11,-110
20091108_Tennessee_San Francisco,20091108,away,Tennessee,San Francisco,+4.5,-108,+4,-110,,,+5,-110,+4.5,-110,,,+4,-110
20091108_Tennessee_San Francisco,20091108,home,San Francisco,Tennessee,-4.5,+100,-4,-110,,,-5,-110,-4.5,-110,,,-4,-110
20091108_San Diego_N.Y. Giants,20091108,away,San Diego,N.Y. Giants,+5,-101,+5,-110,,,+5.5,-110,+5,-110,,,+5,-110
20091108_San Diego_N.Y. Giants,20091108,home,N.Y. Giants,San Diego,-5,-107,-5,-110,,,-5.5,-110,-5,-110,,,-5,-110
20091108_Dallas_Philadelphia,20091108,away,Dallas,Philadelphia,+3,-112,+2.5,+105,,,+3,+100,+3,-115,,,+3,-125
20091108_Dallas_Philadelphia,20091108,home,Philadelphia,Dallas,-3,+104,-2.5,-125,,,-3,-120,-3,-105,,,-3,+105
20091109_Pittsburgh_Denver,20091109,away,Pittsburgh,Denver,-3,-101,-3,-110,,,-3,-120,-3,-110,,,-3,-105
20091109_Pittsburgh_Denver,20091109,home,Denver,Pittsburgh,+3,-107,+3,-110,,,+3,+100,+3,-110,,,+3,-115
20091112_Chicago_San Francisco,20091112,away,Chicago,San Francisco,+3.5,-110,+3,+105,,,+3.5,-110,+3.5,-115,,,+3.5,-115
20091112_Chicago_San Francisco,20091112,home,San Francisco,Chicago,-3.5,+102,-3,-125,,,-3.5,-110,-3.5,-105,,,-3.5,-105
20091115_Atlanta_Carolina,20091115,away,Atlanta,Carolina,-1,+100,PK-11,PK-115,,,-2,-110,-1,-110,,,-1,-110
20091115_Atlanta_Carolina,20091115,home,Carolina,Atlanta,+1,-108,PK-10,PK-105,,,+2,-110,+1,-110,,,+1,-110
20091115_Tampa Bay_Miami,20091115,away,Tampa Bay,Miami,+10,-108,+11,-130,,,+10,-105,+10,-110,,,+10,-110
20091115_Tampa Bay_Miami,20091115,home,Miami,Tampa Bay,-10,+100,-11,+110,,,-10,-115,-10,-110,,,-10,-110
20091115_Detroit_Minnesota,20091115,away,Detroit,Minnesota,+17,-104,+17.5,-120,,,+17,-105,+17,-110,,,+17,-110
20091115_Detroit_Minnesota,20091115,home,Minnesota,Detroit,-17,-104,-17.5,+100,,,-17,-115,-17,-110,,,-17,-110
20091115_Jacksonville_N.Y. Jets,20091115,away,Jacksonville,N.Y. Jets,+6.5,-107,+7,-125,,,+7,-120,+6.5,-110,,,+6.5,-110
20091115_Jacksonville_N.Y. Jets,20091115,home,N.Y. Jets,Jacksonville,-6.5,-101,-7,+105,,,-7,+100,-6.5,-110,,,-6.5,-110
20091115_Cincinnati_Pittsburgh,20091115,away,Cincinnati,Pittsburgh,+6.5,+103,+7,-120,,,+7,-115,+7,-115,,,+6.5,-105
20091115_Cincinnati_Pittsburgh,20091115,home,Pittsburgh,Cincinnati,-6.5,-111,-7,+100,,,-7,-105,-7,-105,,,-6.5,-115
20091115_New Orleans_Los Angeles,20091115,away,New Orleans,Los Angeles,-14,+101,-15,+105,,,-14.5,-110,-14,-110,,,-14,-110
20091115_New Orleans_Los Angeles,20091115,home,Los Angeles,New Orleans,+14,-109,+15,-125,,,+14.5,-110,+14,-110,,,+14,-110
20091115_Buffalo_Tennessee,20091115,away,Buffalo,Tennessee,+9,-121,+9,-130,,,+8,-110,+7.5,-110,,,+7.5,-110
20091115_Buffalo_Tennessee,20091115,home,Tennessee,Buffalo,-9,+112,-9,+110,,,-8,-110,-7.5,-110,,,-7.5,-110
20091115_Denver_Washington,20091115,away,Denver,Washington,-3.5,+103,-3,-130,,,-4,-110,-3.5,-110,,,-3.5,-105
20091115_Denver_Washington,20091115,home,Washington,Denver,+3.5,-111,+3,+110,,,+4,-110,+3.5,-110,,,+3.5,-115
20091115_Kansas City_Oakland,20091115,away,Kansas City,Oakland,+1,+118,+1,+115,,,+2,-110,+2.5,-105,,,+2.5,+100
20091115_Kansas City_Oakland,20091115,home,Oakland,Kansas City,-1,-128,-1,-135,,,-2,-110,-2.5,-115,,,-2.5,-120
20091115_Seattle_Arizona,20091115,away,Seattle,Arizona,+9,-119,+9,-130,,,+9,-110,+8,-110,,,+8,-110
20091115_Seattle_Arizona,20091115,home,Arizona,Seattle,-9,+110,-9,+110,,,-9,-110,-8,-110,,,-8,-110
20091115_Dallas_Green Bay,20091115,away,Dallas,Green Bay,-3,+111,-2.5,-125,,,-3,-115,-3,+100,,,-3,+100
20091115_Dallas_Green Bay,20091115,home,Green Bay,Dallas,+3,-120,+2.5,+105,,,+3,-105,+3,-120,,,+3,-120
20091115_Philadelphia_San Diego,20091115,away,Philadelphia,San Diego,+1,-102,PK+10,PK+100,,,+1,-105,+1,-110,,,+1,-110
20091115_Philadelphia_San Diego,20091115,home,San Diego,Philadelphia,-1,-106,PK-12,PK-120,,,-1,-115,-1,-110,,,-1,-110
20091115_New England_Indianapolis,20091115,away,New England,Indianapolis,+1,+114,+1,+105,,,+3,-135,+2.5,-110,,,+2.5,-110
20091115_New England_Indianapolis,20091115,home,Indianapolis,New England,-1,-123,-1,-125,,,-3,+115,-2.5,-110,,,-2.5,-110
20091119_Miami_Carolina,20091119,away,Miami,Carolina,+3.5,-112,+3.5,-110,,,+3,+115,+3.5,-110,,,+3.5,-120
20091119_Miami_Carolina,20091119,home,Carolina,Miami,-3.5,+104,-3.5,-110,,,-3,-135,-3.5,-110,,,-3.5,+100
20091122_Indianapolis_Baltimore,20091122,away,Indianapolis,Baltimore,-1,+100,PK-11,PK-115,,,-2.5,-110,-1,-110,,,-1,-110
20091122_Indianapolis_Baltimore,20091122,home,Baltimore,Indianapolis,+1,-108,PK-10,PK-105,,,+2.5,-110,+1,-110,,,+1,-110
20091122_San Francisco_Green Bay,20091122,away,San Francisco,Green Bay,+6,-108,+5.5,-110,,,+6,-105,+6,-110,,,+6,-110
20091122_San Francisco_Green Bay,20091122,home,Green Bay,San Francisco,-6,+100,-5.5,-110,,,-6,-115,-6,-110,,,-6,-110
20091122_Buffalo_Jacksonville,20091122,away,Buffalo,Jacksonville,+9,-120,+9,-130,,,+9,-115,+8,-110,,,+8,-110
20091122_Buffalo_Jacksonville,20091122,home,Jacksonville,Buffalo,-9,+111,-9,+110,,,-9,-105,-8,-110,,,-8,-110
20091122_Pittsburgh_Kansas City,20091122,away,Pittsburgh,Kansas City,-10.5,-107,-12,+105,,,-10.5,-105,-11,-110,,,-11,-110
20091122_Pittsburgh_Kansas City,20091122,home,Kansas City,Pittsburgh,+10.5,-101,+12,-125,,,+10.5,-115,+11,-110,,,+11,-110
20091122_Seattle_Minnesota,20091122,away,Seattle,Minnesota,+10.5,-110,+11.5,-125,,,+11,-110,+10.5,-110,,,+10.5,-110
20091122_Seattle_Minnesota,20091122,home,Minnesota,Seattle,-10.5,+102,-11.5,+105,,,-11,-110,-10.5,-110,,,-10.5,-110
20091122_Atlanta_N.Y. Giants,20091122,away,Atlanta,N.Y. Giants,+7,+102,+8,-125,,,+7,-105,+7.5,-110,,,+7,-105
20091122_Atlanta_N.Y. Giants,20091122,home,N.Y. Giants,Atlanta,-7,-110,-8,+105,,,-7,-115,-7.5,-110,,,-7,-115
20091122_New Orleans_Tampa Bay,20091122,away,New Orleans,Tampa Bay,-10.5,+104,-11.5,+110,,,-11,-110,-10,-110,,,-10,-110
20091122_New Orleans_Tampa Bay,20091122,home,Tampa Bay,New Orleans,+10.5,-112,+11.5,-130,,,+11,-110,+10,-110,,,+10,-110
20091122_Arizona_Los Angeles,20091122,away,Arizona,Los Angeles,-9.5,+106,-10,+110,,,-9,-115,-8.5,-110,,,-8.5,-110
20091122_Arizona_Los Angeles,20091122,home,Los Angeles,Arizona,+9.5,-115,+10,-130,,,+9,-105,+8.5,-110,,,+8.5,-110
20091122_San Diego_Denver,20091122,away,San Diego,Denver,-6.5,-101,-7,+110,,,-7,-105,-6,-110,,,-6.5,-110
20091122_San Diego_Denver,20091122,home,Denver,San Diego,+6.5,-107,+7,-130,,,+7,-115,+6,-110,,,+6.5,-110
20091122_N.Y. Jets_New England,20091122,away,N.Y. Jets,New England,+10.5,+104,+12.5,-125,,,+11.5,-110,+11,-110,,,+11,-110
20091122_N.Y. Jets_New England,20091122,home,New England,N.Y. Jets,-10.5,-112,-12.5,+105,,,-11.5,-110,-11,-110,,,-11,-110
20091122_Cincinnati_Oakland,20091122,away,Cincinnati,Oakland,-9,+108,-9,+100,,,-10,-105,-8,-110,,,-8,-110
20091122_Cincinnati_Oakland,20091122,home,Oakland,Cincinnati,+9,-117,+9,-120,,,+10,-115,+8,-110,,,+8,-110
20091122_Philadelphia_Chicago,20091122,away,Philadelphia,Chicago,-3.5,-101,-3.5,-110,,,-3.5,-120,-3.5,-110,,,-3.5,-110
20091122_Philadelphia_Chicago,20091122,home,Chicago,Philadelphia,+3.5,-107,+3.5,-110,,,+3.5,+100,+3.5,-110,,,+3.5,-110
20091123_Tennessee_Houston,20091123,away,Tennessee,Houston,+4,-114,+3.5,-110,,,+4,-115,+3.5,-110,,,+3.5,-110
20091123_Tennessee_Houston,20091123,home,Houston,Tennessee,-4,+105,-3.5,-110,,,-4,-105,-3.5,-110,,,-3.5,-110
20091126_Green Bay_Detroit,20091126,away,Green Bay,Detroit,-11,-110,-13,+110,,,-12,-110,-11,-110,,,-11.5,-110
20091126_Green Bay_Detroit,20091126,home,Detroit,Green Bay,+11,+102,+13,-130,,,+12,-110,+11,-110,,,+11.5,-110
20091126_Oakland_Dallas,20091126,away,Oakland,Dallas,+13.5,-102,+14.5,-125,,,+14,-115,+13.5,-110,,,+13.5,-110
20091126_Oakland_Dallas,20091126,home,Dallas,Oakland,-13.5,-106,-14.5,+105,,,-14,-105,-13.5,-110,,,-13.5,-110
20091126_N.Y. Giants_Denver,20091126,away,N.Y. Giants,Denver,-4.5,+102,-4,-110,,,-7,+115,-4.5,-110,,,-4,-110
20091126_N.Y. Giants_Denver,20091126,home,Denver,N.Y. Giants,+4.5,-110,+4,-110,,,+7,-135,+4.5,-110,,,+4,-110
20091129_Tampa Bay_Atlanta,20091129,away,Tampa Bay,Atlanta,+12,-104,+13.5,-125,,,+13,-105,+12,-110,,,+12.5,-110
20091129_Tampa Bay_Atlanta,20091129,home,Atlanta,Tampa Bay,-12,-104,-13.5,+105,,,-13,-115,-12,-110,,,-12.5,-110
20091129_Miami_Buffalo,20091129,away,Miami,Buffalo,-3.5,-104,-3.5,-110,,,-3.5,-115,-3,-125,,,-3.5,-110
20091129_Miami_Buffalo,20091129,home,Buffalo,Miami,+3.5,-104,+3.5,-110,,,+3.5,-105,+3,+105,,,+3.5,-110
20091129_Cleveland_Cincinnati,20091129,away,Cleveland,Cincinnati,+12,-103,+13.5,-130,,,+14,-130,+13.5,-110,,,+12,-110
20091129_Cleveland_Cincinnati,20091129,home,Cincinnati,Cleveland,-12,-105,-13.5,+110,,,-14,+110,-13.5,-110,,,-12,-110
20091129_Indianapolis_Houston,20091129,away,Indianapolis,Houston,-3,+112,-2.5,-120,,,-3.5,+100,-3.5,-105,,,-3,+100
20091129_Indianapolis_Houston,20091129,home,Houston,Indianapolis,+3,-121,+2.5,+100,,,+3.5,-120,+3.5,-115,,,+3,-120
20091129_Carolina_N.Y. Jets,20091129,away,Carolina,N.Y. Jets,+3.5,-120,+3,+100,,,+3,+110,+3,-105,,,+3,+100
20091129_Carolina_N.Y. Jets,20091129,home,N.Y. Jets,Carolina,-3.5,+111,-3,-120,,,-3,-130,-3,-115,,,-3,-120
20091129_Washington_Philadelphia,20091129,away,Washington,Philadelphia,+9.5,+110,+11,-125,,,+10,-105,+9,-110,,,+10,-110
20091129_Washington_Philadelphia,20091129,home,Philadelphia,Washington,-9.5,-119,-11,+105,,,-10,-115,-9,-110,,,-10,-110
20091129_Seattle_Los Angeles,20091129,away,Seattle,Los Angeles,-3.5,+117,-3,-120,,,-4,+100,-4,-110,,,-3.5,-105
20091129_Seattle_Los Angeles,20091129,home,Los Angeles,Seattle,+3.5,-127,+3,+100,,,+4,-120,+4,-110,,,+3.5,-115
20091129_Kansas City_San Diego,20091129,away,Kansas City,San Diego,+13,-106,+14,-125,,,+14,-120,+13,-110,,,+13,-110
20091129_Kansas City_San Diego,20091129,home,San Diego,Kansas City,-13,-102,-14,+105,,,-14,+100,-13,-110,,,-13,-110
20091129_Jacksonville_San Francisco,20091129,away,Jacksonville,San Francisco,+3,+107,+3,+100,,,+3.5,-125,+3,+105,,,+3,+105
20091129_Jacksonville_San Francisco,20091129,home,San Francisco,Jacksonville,-3,-116,-3,-120,,,-3.5,+105,-3,-125,,,-3,-125
20091129_Arizona_Tennessee,20091129,away,Arizona,Tennessee,+3.5,-106,+3,+110,,,+3,+110,+3.5,-110,,,+3.5,-110
20091129_Arizona_Tennessee,20091129,home,Tennessee,Arizona,-3.5,-102,-3,-130,,,-3,-130,-3.5,-110,,,-3.5,-110
20091129_Chicago_Minnesota,20091129,away,Chicago,Minnesota,+10,+104,+11.5,-130,,,+11,-105,+10.5,-110,,,+10.5,-110
20091129_Chicago_Minnesota,20091129,home,Minnesota,Chicago,-10,-112,-11.5,+110,,,-11,-115,-10.5,-110,,,-10.5,-110
20091130_New England_New Orleans,20091130,away,New England,New Orleans,+1,+109,PK+11,PK+110,,,+2,-110,+2,-110,,,+2,-110
20091130_New England_New Orleans,20091130,home,New Orleans,New England,-1,-118,PK-13,PK-130,,,-2,-110,-2,-110,,,-2,-110
20091203_N.Y. Jets_Buffalo,20091203,away,N.Y. Jets,Buffalo,-3.5,-108,-3.5,-110,,,-3,-135,-3.5,-110,,,-3.5,-115
20091203_N.Y. Jets_Buffalo,20091203,home,Buffalo,N.Y. Jets,+3.5,+100,+3.5,-110,,,+3,+115,+3.5,-110,,,+3.5,-105
20091206_Philadelphia_Atlanta,20091206,away,Philadelphia,Atlanta,-4,-101,-4,-110,,,-5,-110,-4,-110,,,-4,-110
20091206_Philadelphia_Atlanta,20091206,home,Atlanta,Philadelphia,+4,-107,+4,-110,,,+5,-110,+4,-110,,,+4,-110
20091206_Los Angeles_Chicago,20091206,away,Los Angeles,Chicago,+9.5,-112,+10,-125,,,+9,-105,+9,-110,,,+9,-110
20091206_Los Angeles_Chicago,20091206,home,Chicago,Los Angeles,-9.5,+104,-10,+105,,,-9,-115,-9,-110,,,-9,-110
20091206_Detroit_Cincinnati,20091206,away,Detroit,Cincinnati,+13.5,+103,+15,-125,,,+13.5,-105,+13.5,-110,,,+13.5,-110
20091206_Detroit_Cincinnati,20091206,home,Cincinnati,Detroit,-13.5,-111,-15,+105,,,-13.5,-115,-13.5,-110,,,-13.5,-110
20091206_Houston_Jacksonville,20091206,away,Houston,Jacksonville,-1,-106,PK-12,PK-120,,,-2,-110,-1,-110,,,-1,-110
20091206_Houston_Jacksonville,20091206,home,Jacksonville,Houston,+1,-102,PK+10,PK+100,,,+2,-110,+1,-110,,,+1,-110
20091206_Denver_Kansas City,20091206,away,Denver,Kansas City,-6,+104,-5.5,-110,,,-6,-110,-5.5,-110,,,-6,-110
20091206_Denver_Kansas City,20091206,home,Kansas City,Denver,+6,-112,+5.5,-110,,,+6,-110,+5.5,-110,,,+6,-110
20091206_Oakland_Pittsburgh,20091206,away,Oakland,Pittsburgh,+14.5,-102,+16,-125,,,+15,-110,+14.5,-110,,,+14.5,-110
20091206_Oakland_Pittsburgh,20091206,home,Pittsburgh,Oakland,-14.5,-106,-16,+105,,,-15,-110,-14.5,-110,,,-14.5,-110
20091206_New Orleans_Washington,20091206,away,New Orleans,Washington,-9,+106,-9.5,+110,,,-10,-105,-8.5,-110,,,-8,-110
20091206_New Orleans_Washington,20091206,home,Washington,New Orleans,+9,-115,+9.5,-130,,,+10,-115,+8.5,-110,,,+8,-110
20091206_New England_Miami,20091206,away,New England,Miami,-4.5,-116,-5,-110,,,-5.5,-110,-5,-110,,,-5,-110
20091206_New England_Miami,20091206,home,Miami,New England,+4.5,+107,+5,-110,,,+5.5,-110,+5,-110,,,+5,-110
20091206_San Diego_Cleveland,20091206,away,San Diego,Cleveland,-13.5,-101,-14.5,+105,,,-14,-110,-13.5,-110,,,-13.5,-110
20091206_San Diego_Cleveland,20091206,home,Cleveland,San Diego,+13.5,-107,+14.5,-125,,,+14,-110,+13.5,-110,,,+13.5,-110
20091206_Dallas_N.Y. Giants,20091206,away,Dallas,N.Y. Giants,-1,-113,PK-12,PK-125,,,-1.5,-110,-1.5,-110,,,-1.5,-110
20091206_Dallas_N.Y. Giants,20091206,home,N.Y. Giants,Dallas,+1,+104,PK+10,PK+105,,,+1.5,-110,+1.5,-110,,,+1.5,-110
20091206_Minnesota_Arizona,20091206,away,Minnesota,Arizona,-3.5,+112,-3.5,-105,,,-4,-110,-3.5,-105,,,-3,-120
20091206_Minnesota_Arizona,20091206,home,Arizona,Minnesota,+3.5,-121,+3.5,-115,,,+4,-110,+3.5,-115,,,+3,+100
20091207_Baltimore_Green Bay,20091207,away,Baltimore,Green Bay,+4,-102,+4,-110,,,+3.5,+100,+4,-110,,,+4,-110
20091207_Baltimore_Green Bay,20091207,home,Green Bay,Baltimore,-4,-106,-4,-110,,,-3.5,-120,-4,-110,,,-4,-110
20091210_Pittsburgh_Cleveland,20091210,away,Pittsburgh,Cleveland,-10,-105,-11,+105,,,-10.5,-105,-10,-110,,,-10,-110
20091210_Pittsburgh_Cleveland,20091210,home,Cleveland,Pittsburgh,+10,-103,+11,-125,,,+10.5,-115,+10,-110,,,+10,-110
20091213_Detroit_Baltimore,20091213,away,Detroit,Baltimore,+14,-107,+15,-125,,,+14,-110,+14,-110,,,+14,-110
20091213_Detroit_Baltimore,20091213,home,Baltimore,Detroit,-14,-101,-15,+105,,,-14,-110,-14,-110,,,-14,-110
20091213_Green Bay_Chicago,20091213,away,Green Bay,Chicago,-4,+104,-3.5,-110,,,-4.5,-105,-3.5,-110,,,-4,-110
20091213_Green Bay_Chicago,20091213,home,Chicago,Green Bay,+4,-113,+3.5,-110,,,+4.5,-115,+3.5,-110,,,+4,-110
20091213_Denver_Indianapolis,20091213,away,Denver,Indianapolis,+6.5,-105,+7,-125,,,+7,-115,+6.5,-110,,,+6.5,-110
20091213_Denver_Indianapolis,20091213,home,Indianapolis,Denver,-6.5,-103,-7,+105,,,-7,-105,-6.5,-110,,,-6.5,-110
20091213_Miami_Jacksonville,20091213,away,Miami,Jacksonville,+1,+115,+1,+110,,,+3,-135,+2,-110,,,+2,-110
20091213_Miami_Jacksonville,20091213,home,Jacksonville,Miami,-1,-125,-1,-130,,,-3,+115,-2,-110,,,-2,-110
20091213_Cincinnati_Minnesota,20091213,away,Cincinnati,Minnesota,+6,-106,+6,-110,,,+7,-135,+6,-110,,,+6,-110
20091213_Cincinnati_Minnesota,20091213,home,Minnesota,Cincinnati,-6,-102,-6,-110,,,-7,+115,-6,-110,,,-6,-110
20091213_Carolina_New England,20091213,away,Carolina,New England,+12.5,-109,+13.5,-130,,,+13,-110,+12,-110,,,+12.5,-110
20091213_Carolina_New England,20091213,home,New England,Carolina,-12.5,+101,-13.5,+110,,,-13,-110,-12,-110,,,-12.5,-110
20091213_Los Angeles_Tennessee,20091213,away,Los Angeles,Tennessee,+13.5,+101,+15,-125,,,+14,-110,+13.5,-110,,,+14,-110
20091213_Los Angeles_Tennessee,20091213,home,Tennessee,Los Angeles,-13.5,-109,-15,+105,,,-14,-110,-13.5,-110,,,-14,-110
20091213_Washington_Oakland,20091213,away,Washington,Oakland,-1,-117,-1,-125,,,-1,-120,-2,-110,,,-2.5,-110
20091213_Washington_Oakland,20091213,home,Oakland,Washington,+1,+108,+1,+105,,,+1,+100,+2,-110,,,+2.5,-110
20091213_San Diego_Dallas,20091213,away,San Diego,Dallas,+3.5,-108,+3,+110,,,+3,+105,+3.5,-115,,,+3.5,-115
20091213_San Diego_Dallas,20091213,home,Dallas,San Diego,-3.5,+100,-3,-130,,,-3,-125,-3.5,-105,,,-3.5,-105
20091213_Philadelphia_N.Y. Giants,20091213,away,Philadelphia,N.Y. Giants,-1,-106,PK-12,PK-120,,,-2,-110,-1,-110,,,-1,-110
20091213_Philadelphia_N.Y. Giants,20091213,home,N.Y. Giants,Philadelphia,+1,-102,PK+10,PK+100,,,+2,-110,+1,-110,,,+1,-110
20091217_Indianapolis_Jacksonville,20091217,away,Indianapolis,Jacksonville,-3.5,+104,-3,-125,,,-3.5,-115,-3,-125,,,-3.5,-105
20091217_Indianapolis_Jacksonville,20091217,home,Jacksonville,Indianapolis,+3.5,-113,+3,+105,,,+3.5,-105,+3,+105,,,+3.5,-115
20091220_Arizona_Detroit,20091220,away,Arizona,Detroit,-14,+100,-15,+105,,,-14,-115,-14,-110,,,-14,-110
20091220_Arizona_Detroit,20091220,home,Detroit,Arizona,+14,-108,+15,-125,,,+14,-105,+14,-110,,,+14,-110
20091220_Cleveland_Kansas City,20091220,away,Cleveland,Kansas City,+1,+116,+1,+105,,,+2,+105,+2.5,-110,,,+3,-130
20091220_Cleveland_Kansas City,20091220,home,Kansas City,Cleveland,-1,-126,-1,-125,,,-2,-125,-2.5,-110,,,-3,+110
20091220_Atlanta_N.Y. Jets,20091220,away,Atlanta,N.Y. Jets,+5.5,-111,+5,-110,,,+5,-110,+5,-110,,,+5,-110
20091220_Atlanta_N.Y. Jets,20091220,home,N.Y. Jets,Atlanta,-5.5,+103,-5,-110,,,-5,-110,-5,-110,,,-5,-110
20091220_Houston_Los Angeles,20091220,away,Houston,Los Angeles,-14,-109,-15,+105,,,-14,-115,-14,-110,,,-14,-110
20091220_Houston_Los Angeles,20091220,home,Los Angeles,Houston,+14,+101,+15,-125,,,+14,-105,+14,-110,,,+14,-110
20091220_Oakland_Denver,20091220,away,Oakland,Denver,+13.5,-110,+14.5,-130,,,+14,-110,+13.5,-110,,,+13.5,-110
20091220_Oakland_Denver,20091220,home,Denver,Oakland,-13.5,+102,-14.5,+110,,,-14,-110,-13.5,-110,,,-13.5,-110
20091220_Cincinnati_San Diego,20091220,away,Cincinnati,San Diego,+6.5,-101,+7,-125,,,+7,-115,+6.5,-110,,,+6.5,-110
20091220_Cincinnati_San Diego,20091220,home,San Diego,Cincinnati,-6.5,-107,-7,+105,,,-7,-105,-6.5,-110,,,-6.5,-110
20091220_Tampa Bay_Seattle,20091220,away,Tampa Bay,Seattle,+6.5,-102,+7.5,-130,,,+7,-110,+7,-110,,,+6.5,-110
20091220_Tampa Bay_Seattle,20091220,home,Seattle,Tampa Bay,-6.5,-106,-7.5,+110,,,-7,-110,-7,-110,,,-6.5,-110
20091220_San Francisco_Philadelphia,20091220,away,San Francisco,Philadelphia,+7,+102,+8,-125,,,+8,-120,+7,-110,,,+7,-105
20091220_San Francisco_Philadelphia,20091220,home,Philadelphia,San Francisco,-7,-110,-8,+105,,,-8,+100,-7,-110,,,-7,-115
20091220_Green Bay_Pittsburgh,20091220,away,Green Bay,Pittsburgh,+2.5,+100,+2,+105,,,+3,-120,+3,-120,,,+3,-125
20091220_Green Bay_Pittsburgh,20091220,home,Pittsburgh,Green Bay,-2.5,-108,-2,-125,,,-3,+100,-3,+100,,,-3,+105
20091220_Minnesota_Carolina,20091220,away,Minnesota,Carolina,-9,+110,-9,+105,,,-9,-115,-8.5,-110,,,-8,-110
20091220_Minnesota_Carolina,20091220,home,Carolina,Minnesota,+9,-119,+9,-125,,,+9,-105,+8.5,-110,,,+8,-110
20091221_N.Y. Giants_Washington,20091221,away,N.Y. Giants,Washington,-1,-122,-2,-120,,,-3,-105,-3,+100,,,-3,+110
20091221_N.Y. Giants_Washington,20091221,home,Washington,N.Y. Giants,+1,+113,+2,+100,,,+3,-115,+3,-120,,,+3,-130
20091225_San Diego_Tennessee,20091225,away,San Diego,Tennessee,+1,+112,+1.5,+100,,,+3,-140,+2,-110,,,+2,-110
20091225_San Diego_Tennessee,20091225,home,Tennessee,San Diego,-1,-121,-1.5,-120,,,-3,+120,-2,-110,,,-2,-110
20091227_Buffalo_Atlanta,20091227,away,Buffalo,Atlanta,+9,-126,+9,-130,,,+8.5,-110,+8,-110,,,+7.5,-110
20091227_Buffalo_Atlanta,20091227,home,Atlanta,Buffalo,-9,+116,-9,+110,,,-8.5,-110,-8,-110,,,-7.5,-110
20091227_Kansas City_Cincinnati,20091227,away,Kansas City,Cincinnati,+13,-108,+14,-125,,,+14,-120,+13,-110,,,+12.5,-110
20091227_Kansas City_Cincinnati,20091227,home,Cincinnati,Kansas City,-13,+100,-14,+105,,,-14,+100,-13,-110,,,-12.5,-110
20091227_Oakland_Cleveland,20091227,away,Oakland,Cleveland,+3,+110,+3,+100,,,+3,-105,+3,+105,,,+3,+100
20091227_Oakland_Cleveland,20091227,home,Cleveland,Oakland,-3,-119,-3,-120,,,-3,-115,-3,-125,,,-3,-120
